"text","id"
"//<a href='/n/新浪科技'>@新浪科技</a>: 做产品，一定是要有一个符合用户需求的定位，而不是你脑海里的某一种概念。","412"
"操，那个做XX风险测试的能不能再无耻点，干嘛在我微博里多次的分享 ???","413"
"python中用单下划线和双下划线来约定成员的访问控制域，但仅仅是人为约定，解释器并不做太多的干预（还是有干预的），比如单下划线(_)开头的包、模块、成员 用&quot;from m import *&quot;不会被导入进来，而对于类中如“_get_xxx(self)”的方法仅仅是告诉其他开发者，我这是私有方法，但解释器并不理会 ???","414"
"我在大芝麻上设立了新的目标：每天健身半小时, <a data-url=""http://t.cn/z8V7VVC"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.dazhima.com%2Fpeople%2Fliuzhijun%2Fgoal%2F5"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","415"
"我在<a href='/n/微盘'>@微盘</a> 分享了一个很不错的文件：&quot;gdd_pydp.pdf （design patterns in python)&quot;，快来看看吧~ <a data-url=""http://t.cn/z8tkl1g"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2FdkjTHUfksI0b%2F1378085582%3Flocation%3D35"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">gdd_pydp.p...</span></a> ???","416"
"求推荐站立式电脑桌 ???","417"
"Entity Framework中的Identity map和Unit of Work模式 - JustRun - 博客园 <a data-url=""http://t.cn/zQpQPxt"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.cnblogs.com%2FJustRun1983%2Fp%2F3244790.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","418"
"这个颈椎病测试值得大家认真做一遍！<a href='/n/邋遢乐爱好者'>@邋遢乐爱好者</a> <a href='/n/Dragoon_lee凌'>@Dragoon_lee凌</a> <a href='/n/cici不乖'>@cici不乖</a> <a href='/n/伯乐在线官方微博'>@伯乐在线官方微博</a> <a href='/n/前端-SteveZheng'>@前端-SteveZheng</a> 最后给的健康忠告一定要看。 <a data-url=""http://t.cn/z8Uir5I"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fhealthhelper.sinaapp.com%2Findex.php%2Furl%2Fhome%3Fd%3D20130829%26t%3Dweibo%26m%3Dm1_1%26num%3D7717"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","419"
"【创业团队在早期是怎样快速尝试和快速改进的？】<a href='/n/李天放'>@李天放</a>：每个创业团队都想走的更快。但创业这事儿也不是说想快就能快的。拼命往前跑说不定会出bug，犯错误, burn out团队，到头来更耽误进度。我觉得快速迭代的能力是…… <a data-url=""http://t.cn/z8LmDaJ"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2FVFW9"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> （分享自 <a href='/n/知乎'>@知乎</a> ???","420"
"<a href='/n/genius李朝'>@genius李朝</a> 看看，不在一个量级 ???","421"
"我在大芝麻上设立了新的目标：拒绝打酱油, <a data-url=""http://t.cn/zQ8yHIf"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.dazhima.com%2Fpeople%2Fliuzhijun%2Fgoal%2F3"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","422"
"回复<a href='/n/百度网盘小助手'>@百度网盘小助手</a>:网银太麻烦，你懂的 //<a href='/n/百度网盘小助手'>@百度网盘小助手</a>:可以网银支付[呵呵] ???","423"
"百度云 0.2元续期100G，不支持支付宝付帐 <a data-url=""http://t.cn/zQHgqak"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fyun.baidu.com%2F100%3F%3Dhome%236736494-tsina-1-11718-3176ecc03730168c2438ae5af3307359"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","424"
"我刚刚注册了大芝麻，在这里可以记录和分享自己的目标，结识志同道合的朋友。推荐给大家试试。<a data-url=""http://t.cn/zYEX31z"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.dazhima.com%2Fhome"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","425"
"看了文章估计小伙伴们都惊呆了，如果按顺序读下去黄花菜都凉了，其实读完《python基础教程》就可以开搞openstack了，后续怎么做，openstack会告诉你，不过这篇文章还是值得收藏！//<a href='/n/朱荣泽'>@朱荣泽</a>: 太令人发指了,我都没对文章进行润色你就发出来了... ???","426"
"一直在转发，从未被抽中，其实这概率和踩到狗屎一样大//<a href='/n/Belle_Xue不骄不躁'>@Belle_Xue不骄不躁</a>: 转发 低调攒人品。。。求中奖，H5求给力 ???","427"
"面向技术人员的产品如果是纯粹的模仿、哪怕是微创新都没前途。创业团队模仿github,stackoverflow等这一类的不死才怪。//<a href='/n/陈沙克'>@陈沙克</a>: 看来github属于特殊案例。 ???","428"
"//<a href='/n/程序员的那些事'>@程序员的那些事</a>:【摘录】：“在一个人职业生涯的早期，一位好导师比什么都重要。一晃我的程序员生涯已经过去了十年，在这十年里，我一直在不断探索一位优秀的程序员究竟该具备什么素养，如果当时有个教练能给予我指导，给予我探索的方向，那该多好啊。” ???","429"
"转发微博","430"
"用手机看这条微博时，如何便捷地扫描此二维码","431"
"转发微博","432"
"带上耳机后，由耳机自动调整左右声道，彻底解放用户//<a href='/n/玄了个澄的'>@玄了个澄的</a>:耳机需要看字母才能分左右，是设计失败 //<a href='/n/老赵'>@老赵</a>: 听不出LR区别的该去检查下耳朵吧…  //<a href='/n/BenjaminZhong'>@BenjaminZhong</a>: 不分RL的都是脑残。不分音乐能听嘛？声音相位完全颠倒。 //<a href='/n/Micromacer_Kenny'>@Micromacer_Kenny</a>: 回复<a href='/n/飞蛾扑火0426'>@飞蛾扑火0426</a>:不按LR戴能听？声道都不同了","433"
"回复<a href='/n/Dragoon_lee凌'>@Dragoon_lee凌</a>:<i class=""face face_1 icon_3"">[哈哈]</i> //<a href='/n/Dragoon_lee凌'>@Dragoon_lee凌</a>:娄底话是留底银，是吧<i class=""face face_1 icon_2"">[嘻嘻]</i> //<a href='/n/Dragoon_lee凌'>@Dragoon_lee凌</a>:这。。","434"
"【产品经理（尤其是创业的）需要懂技术吗？懂到什么程度？】<a href='/n/herock'>@herock</a>：最近七年，我都在做互联网产品，其中前五年分别在创业公司和上市公司里，做别人的产品；近两年在创业，做自己的产品。 我的体会是：产品经理需要懂技术，创业者尤其需要。但前提是你总觉… <a data-url=""http://t.cn/zWV0uTk"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2FFIoq"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>（分享自 <a href='/n/知乎'>@知乎</a>） ???","435"
"娄底人牛B<i class=""face face_3 icon_3"">[赞]</i> //<a href='/n/Dragoon_lee凌'>@Dragoon_lee凌</a>:这。。","436"
"HTML水很深<i class=""face face_1 icon_3"">[哈哈]</i>好邪恶","437"
"回复<a href='/n/文艺码农_DavidTsai'>@文艺码农_DavidTsai</a>:<a data-url=""http://t.cn/zQMZWcC"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.importnew.com%2F5660.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> //<a href='/n/文艺码农_DavidTsai'>@文艺码农_DavidTsai</a>:其中解决in语句的文章在哪里，求指导 //<a href='/n/_Zhijun'>@_Zhijun</a>:面试用的着，尤其是刚毕业的朋友，我在原文基础上加入了一些实例以及参考链接，帮助大家更好的理解","438"
"为啥占用了句柄，也能删除文件？","439"
"喜欢","440"
"面试用的着，尤其是刚毕业的朋友，我在原文基础上加入了一些实例以及参考链接，帮助大家更好的理解","441"
"转发微博","442"
"Repost","443"
"学新东西千万别傻哩叭叽去加什么QQ群，里面除了一两个风清杨外，其余都和你一货色的，运气好点在群共享能找到一两本葵花宝典 ???","444"
"翻墙的都没纳入统计吧？//<a href='/n/陈晓鸣在百度'>@陈晓鸣在百度</a>:唉……后面那一堆，除了Google外没有一个是真正的对手……在中国能学会翻墙的人就这么少吗？不想给钱弄个goagent也很容易啊","445"
"【微博上的 Python 女神是炒作吗？】<a href='/n/简生-_--_-'>@简生-_--_-</a>：题主的问题蛮逗的： 模特学编程跨界也太大了吧，难道是炒作么？真想当程序员啊这显然是逻辑上存在问题。 学编程和当程序员压根是两码子的事情！ 很多人也爱开车，是不是就要当赛车手？学乐器，是不是就要当音… <a data-url=""http://t.cn/zQviIsH"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2FTpKH"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>（分享自 <a href='/n/知乎'>@知乎</a>） ???","446"
"女生要涨姿势了//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>: 绝对不是靶心的问题，所有男人都知道，就最后剩下的那一点点尿，射程不够，更别说还要用手抖一抖了。//<a href='/n/玄了个澄的'>@玄了个澄的</a>:贴个靶心才叫真赞","447"
"牛人 ???","448"
"买了2张电子礼品卡，<a href='/n/1号店'>@1号店</a> 你来教我礼品卡怎么用的，礼品卡卡密是什么东东，去哪找？谁做出如此难用的东西来，你把我玩死啦 ???","449"
"<i class=""face face_3 icon_20"">[给力]</i>//<a href='/n/InfoQ'>@InfoQ</a>:<a class='k' href='/k/QClub?from=feed'>#QClub#</a>长沙站，首次落地！从软件的源头——需求聊起。","450"
"终于明白为什么Ruby是程序员最好的朋友了！找不到女朋友的都去学Ruby吧 ???","451"
"尼玛，微博越做越烂，子柳说的那句话太对了 ???","452"
"人人需要Mentor","453"
"//<a href='/n/TreapDB'>@TreapDB</a>:转起来//<a href='/n/桂林山水78'>@桂林山水78</a>: 怎么这种回复啊，这什么客服啊，还有个问题，京东的客服电话有时候很难打通。 //<a href='/n/bill323'>@bill323</a>:客服给的答复是自己去报警，很想爆粗口 <a href='/n/京东'>@京东</a> <a href='/n/刘强东'>@刘强东</a> ， 昨天可是你们号称的6.18呀，真是在月黑风高时被狠宰一刀","454"
"转发微博","455"
"纳税，你就不能有点自己的观点嘸？尽瞎起哄，看05年的帖子和现在的还是如出一辙 ???","456"
"老外一般怎么问的？//<a href='/n/吴军博士'>@吴军博士</a>:第三个问题一般现在不问了。但是喜欢问你做什么。//<a href='/n/薛蛮子'>@薛蛮子</a>: 转发微博","457"
"SO上提问真是个技术活，尝试了n遍，最后把标题首字母大写竟然通过袅 ???","458"
"把高考太当回事了//<a href='/n/马少平THU'>@马少平THU</a>:我小孩高考时每天陪孩子过去，距离不太远，骑自行车过去。不为别的，怕的是万一孩子的自行车半路上坏了怎么办。陪着她，两辆车同时坏的可能性太小了。 ???","459"
"<a class='k' href='/k/Sphinx?from=feed'>#Sphinx#</a> --rotate 参数在windows平台无效 ???","460"
"用Sphinx 搜索数据时，如果返回为NULL。原因可能有很多种，一种情况就是客户端的版本比服务端要高导致的。<a data-url=""http://t.cn/zHnWU0h"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fforum.jobbole.com%2Fshowthread.php%2F3569-Sphinx-%25E6%2590%259C%25E7%25B4%25A2%25E3%2580%2581%25E6%259F%25A5%25E8%25AF%25A2%25E7%25BB%2593%25E6%259E%259C%25E8%25BF%2594%25E5%259B%259ENULL"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> 伯乐在线论坛很给力<a href='/n/伯乐在线官方微博'>@伯乐在线官方微博</a> ???","461"
"谈论张三的时候总有人会把李四扯进来，哪怕两者毛关系都没有 ???","462"
"正能量啊！可现实中，我室友掉了钱包，一千多块钱被拿走了不说，还要200块钱赎回钱包里的卡，无奈报警也頂个鸟用 ???","463"
"[PDF]SPhinx在量子知道中的应用-征宇 <a data-url=""http://t.cn/zH8nBPJ"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fblog.linezing.com%2Fwp-content%2Fuploads%2F2012%2F12%2FSPhinx%25E5%259C%25A8%25E9%2587%258F%25E5%25AD%2590%25E7%259F%25A5%25E9%2581%2593%25E4%25B8%25AD%25E7%259A%2584%25E5%25BA%2594%25E7%2594%25A8-%25E5%25BE%2581%25E5%25AE%2587.pdf"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","464"
"特产还这么贵//<a href='/n/陈三丰'>@陈三丰</a>:我大深圳特产 //<a href='/n/qiyi118'>@qiyi118</a>:<i class=""face face_3 icon_5"">[good]</i> //<a href='/n/Azzurri'>@Azzurri</a>: 给不会认的同学们 ???","465"
"//<a href='/n/微博平台架构'>@微博平台架构</a>: 昨天 <a href='/n/张向东'>@张向东</a> 说，今天真正的革命领袖，就是程序员。大家通过<a class='k' href='/k/Hackathon24?from=feed'>#Hackathon24#</a>这样的微创新开始，尝试做点什么吧 ???","466"
"65 useful Keyboard Shortcuts for Chrome <a data-url=""http://t.cn/zYFeGkT"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.shortcutworld.com%2Fen%2Flinux%2FChrome.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","467"
"Quora使用到的技术 <a data-url=""http://t.cn/apAj3d"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fcoolshell.cn%2Farticles%2F4939.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","468"
"节操碎满地啊....//<a href='/n/TechWeb'>@TechWeb</a>:一卷手纸够不？//<a href='/n/快播科技'>@快播科技</a>: 快播，只为给您带来最优质的播放体验。其实我们也希望您可以看得更爽，但实在是支持我们插件的浏览器太少…… 小“U”，看好你哟~~~","469"
"转发微博","470"
"看到差距了//<a href='/n/developerWorks'>@developerWorks</a>:<a href='/n/RednaxelaFX'>@RednaxelaFX</a> 也推荐几本吧！<i class=""face face_1 icon_2"">[嘻嘻]</i>","471"
"<i class=""face face_3 icon_23"">[话筒]</i>","472"
"如果一个专业技术问题问得不好，老外会善意的批评你，关键他还是会热心回答你，换在国内，你会被喷死的。其实不管在国内还是国外，那些语重心长的解答你的都是“老人”，而喷你的大部分都是“愤青”，中国老人都做管理去了，也就没人来解答你了，这样一对比整个大环境的差异就出来了。","473"
"<a class='k' href='/k/脸皮再厚点?from=feed'>#脸皮再厚点#</a>被一位老头子批了，说：“How hard did you try before coming here?”，反思中.... ???","474"
"Python装饰器深入浅出 <a data-url=""http://t.cn/zHam6TB"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fstackoverflow.com%2Fquestions%2F739654%2Fhow-can-i-make-a-chain-of-function-decorators-in-python%23answer-1594484"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","475"
"产品经理能从程序员角度思考，程序员能从产品经理角度思考就都靠谱了","476"
"哈哈，赞一个","477"
"京东更改手机号码的功能设计真是脑残啊，必须从老号码中获取验证码才能修改，更奇葩的是邮箱验证也需要手机的验证码。 ???","478"
"我的个人梦是有个畅通的网络","479"
"转发微博","480"
"Django 设计模式 <a data-url=""http://t.cn/zHVI5uO"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fagiliq.com%2Fbooks%2Fdjangodesignpatterns%2Findex.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","481"
"昨晚就没法pull、 push，但是可以clone//<a href='/n/程序员的那些事'>@程序员的那些事</a>: 刚搜索了一下（<a data-url=""http://t.cn/zH2uUeF"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fs.weibo.com%2Fweibo%2Fbitbucket%3Ftopnav%3D1%26wvr%3D5%26b%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>），还有其他朋友说无法访问；也有说能访问，但不能 pull/push 。不知其他朋友情况如何？ PS：Bitbucket 主页：<a data-url=""http://t.cn/hgrPCU"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fbitbucket.org%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>","482"
"What are the pros and cons of the Play Framework 2, for a Java developer? <a data-url=""http://t.cn/zHwFz84"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.quora.com%2FPlay-Framework%2FWhat-are-the-pros-and-cons-of-the-Play-Framework-2-for-a-Java-developer%3Fsrid%3DhAct%26share%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","483"
"尼玛，年轻人的身体咋回事....","484"
"<i class=""face face_1 icon_6"">[吃惊]</i>真怕了你们，刚体验了一下，1.关联微博为啥还要填邮箱、密码 2.为啥偷偷帮我发了三条微博？//<a href='/n/优才创智'>@优才创智</a>: 感谢<a href='/n/36氪'>@36氪</a> <a href='/n/陈小蒙-'>@陈小蒙-</a> 同学的肯定和报道，也感谢合作伙伴们的支持。","485"
"//<a href='/n/tinyfool'>@tinyfool</a>: //<a href='/n/CSDN闫辉'>@CSDN闫辉</a>: 写出了技术人员的心声！","486"
"转发微博","487"
"转发微博","488"
"“关你屁事”是去年李娜决赛的时候网友送给<a href='/n/中国足球'>@中国足球</a> 的吧//<a href='/n/神棍敌人姐'>@神棍敌人姐</a>:<i class=""face face_3 icon_6"">[弱]</i>球不怎么的， 骂人厉害！最右！//<a href='/n/李开复'>@李开复</a>:最右<i class=""face face_1 icon_18"">[偷笑]</i>//<a href='/n/刘春'>@刘春</a>:最右[挖鼻屎]//<a href='/n/王兵的围脖'>@王兵的围脖</a>:最右好没风度<i class=""face face_1 icon_18"">[偷笑]</i> //<a href='/n/孙佳音'>@孙佳音</a>:右边的回答好犀利<i class=""face face_1 icon_18"">[偷笑]</i> //<a href='/n/中国足球'>@中国足球</a>:关你屁事<i class=""face face_1 icon_25"">[鄙视]</i>","489"
"转发微博","490"
"耗哥以此为题材写篇博客吧//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>: 记得lBM的咨询师们相当的好这口。 //<a href='/n/tinyfool'>@tinyfool</a>:这类一般是忽悠用户的吧，对不懂技术的人来说，看起来蛮吓人的，不明觉厉吧","491"
"Followed","492"
"Define时只检查xml的格式是否合法","493"
"在这么不作为，传统行业都将被互联网革掉，包括那啥﹏","494"
"真该死，闹钟老不听使唤 ???","495"
"困扰一天的问题终于解决的，有如绝处逢生，Requests文档里有个好大的坑啊 ???","496"
"优酷好呕心 ???","497"
"在多看连续搜了几本想看的书都没有 ???","498"
"《代码抽象三原则》，出自“阮一峰的网络日志”。  --   <a data-url=""http://t.cn/zTLDBbI"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.ruanyifeng.com%2Fblog%2F2013%2F01%2Fabstraction_principles.html%3Fbsh_bid%3D213663575"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  <a href='/n/mark'>@mark</a> ???","499"
"android从进入市场到占领市场也就两三年的事，这事谁说的准呢","500"
"闲来翻翻《程序员的职业素养》，其原著书名叫《The clean Coder》，搜到 “《The Clean Coder》中的「Clean」如何译”  这篇文章看到很多有意思的中文标题<a data-url=""http://t.cn/zWCdmPc"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.ituring.com.cn%2Farticle%2F7615"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","501"
"实用命令","502"
"test plain weibo ???","503"
"我刚在<a href='/n/微盘'>@微盘</a> 发现了一个很不错的文件&quot;A Study of Linux File System Evolution(Fast13).pdf&quot;，推荐你也来看看哦！ <a data-url=""http://t.cn/zTh775j"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2Fvb6Uq%2F1364345602"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">A Study of...</span></a> ???","504"
"我刚在<a href='/n/微盘'>@微盘</a> 发现了一个很不错的文件&quot;A Study of Linux File System Evolution(Fast13).pdf&quot;，推荐你也来看看！ <a data-url=""http://t.cn/zThhlmH"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2Fvb6Uq%2F1364344936"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">A Study of...</span></a> ???","505"
"我刚在<a href='/n/微盘'>@微盘</a> 发现了一个很不错的文件&quot;A Study of Linux File System Evolution(Fast13).pdf&quot;，推荐你也来看看哦！ <a data-url=""http://t.cn/zThhW6Y"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fvdisk.weibo.com%2Fs%2Fvb6Uq%2F1364344904"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">A Study of...</span></a> ???","506"
"明星马农享受的待遇就是不一样<i class=""face face_1 icon_2"">[嘻嘻]</i>//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>:回复<a href='/n/腾讯QQ安全中心'>@腾讯QQ安全中心</a>: 谢谢这么快的关注到，而且还是周一凌晨。向你们致敬。 //<a href='/n/腾讯QQ安全中心'>@腾讯QQ安全中心</a>:非常抱歉，关于您遇到的问题，我们正在紧急处理中，有结果将会第一时间联系您。给您带来不便，小安再次向您表示深深的歉意<i class=""face face_4 icon_1"">[礼物]</i>","507"
"没有文档或文档不全的开源产品都是耍流氓。 ???","508"
"转发微博","509"
"刚体验了一把，这效果不错哦","510"
"支持一下东北爷们","511"
"春游？小学貌似搞过，还搞过野炊","512"
"此一时，彼一时//<a href='/n/虎扑篮球'>@虎扑篮球</a>:那一年，你多大？","513"
"程序员尤其是妹纸对技术不感冒时，码路上又要少一个填坑的屌丝。好桑心呃... ???","514"
"这个好，秒杀startup news,Hack news//<a href='/n/developerWorks'>@developerWorks</a>: 收藏","515"
"不再招ruby的嘲笑了吧","516"
"选的是主席好吧，又不是选书记，干嘛提党啊？//<a href='/n/左耳朵耗子'>@左耳朵耗子</a>: 忠于祖国概念太模糊了，容易被利用。要忠于宪法，先把GFW废掉，只要GFW还在，说啥都是扯。 //<a href='/n/执行还是思考'>@执行还是思考</a>: 新意//<a href='/n/李开复'>@李开复</a>://<a href='/n/六十还童'>@六十还童</a>: 三忠于首先忠实宪法，值得称赞，而且整段话没提一个党字，也是与时俱进。","517"
"android build-in","518"
"ibus-pinyin凑合着用 //<a href='/n/王小川'>@王小川</a>:搜狗输入法Linux版就要来了，开放合作的方式来做。不过我现在用iMac不用Linux，没法做深度的产品体验了。客官到时候有反馈意见告诉我吧。","519"
"其实libvirt这个引擎里头的概念很少的，kvm更是精简。openstack各种术语漫天飞 <i class=""face face_3 icon_14"">[浮云]</i>//<a href='/n/jzz_zh'>@jzz_zh</a>:#IT技术.云计算#老外的技术文档真是详细，图文并茂。佩服！准备 仔细看看Centos/RHT 下 关于KVM相关 文档了，先仔细看看这个：<a data-url=""http://t.cn/zYmEkTy"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Flinuxvpsblog.com%2Fvirtualization-with-kvm-on-a-centos-6-3-server%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>","520"
"互联网世界里信息资源80%都是垃圾，20%的精华里头我们还有80%找不到，能找到的20%真正吸收了的也只有20%","521"
"Markdown语法示例  <a data-url=""http://t.cn/zWfDPSI"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fequation85.github.com%2Fblog%2Fmarkdown-examples%2F%23jtss-tsina"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","522"
"你这思维跨度好大啊，直接从完蛋到黑八，怎么可能黑八！ //<a href='/n/宗成浩'>@宗成浩</a>:打猛龙都这么费劲，湖人现在真完蛋，但科比真是真是太神了，倘若季后赛马刺第一，湖人第八，不会被黑八吧<i class=""face face_1 icon_23"">[衰]</i>","523"
"<a class='k' href='/k/没技术含量的骗子?from=feed'>#没技术含量的骗子#</a>曝光你 ???","524"
"咳咳，这个烂阵容 //<a href='/n/苏群'>@苏群</a>:科比41分，12助攻，6篮板，2抢断。。。湖人加时118-116再次逆转，死里逃生。。。这么个烂阵容，奇迹在继续","525"
"different people have different view（考四级经常背的段子）//<a href='/n/zhh-2009'>@zhh-2009</a>: 我有不同看法(纯属个人看法): 对于计算机专业的人，在学校期间只要真正把编译原理、程序语言理论方面的东西学好，出来社会后无须学N多语言，选一门通用语言用好它，以它为工具学习其他多个领域的知识，这样人的认知会更广","526"
"纳闷了，桌面版evernote（international）在windows平台能正常登陆，但死活不能同步?<a href='/n/印象笔记'>@印象笔记</a> ???","527"
"转发微博","528"
