title,viewsCount,collectionCount,commentsCount
Angular 中几种参数传递方式,292,15,0
关于 Okhttp3（四）-RetryAndFollowUpInterceptor,272,17,0
深入理解 GraphQL ,283,16,0
[译] 原型设计思维 ,263,18,0
2016 年度 JavaScript 展望（上）,373,7,0
促活 | 如果你的 APP 用户 “睡着了”，用活动和推送让 TA 们嗨起来！,313,13,0
title,viewsCount,collectionCount,commentsCount
[iOS 10 day by day] Day 7：单位换算,383,6,0
JavaScript 的后行断言,253,19,0
Theano - Python 机器学习框架,323,12,0
OkHttp 使用小记——缓存和验证,233,21,0
iOS 开发之 AsyncSocket 的使用,283,16,0
MuseFind：编写 React 组件的最佳实践,203,24,0
Find Guidelines,309,13,1
回顾2015年：从翻译到浮现式设计,364,8,0
Startup Board Meetings that Suck,374,7,0
AppiumBooster 新增支持 YAML 格式的测试用例,364,8,0
Android 将 assets 中的文件复制到外置 sdcard 卡,194,25,0
DevFest 2016· 北京 - 前端专场介绍,389,4,3
对 CAEmitterLayer，CAEmitterCell 做雪花效果的封装,354,9,0
MVVM 框架下实现左右滑动切换 tab,284,16,0
layout 转 Bitmap,214,22,2
HTTP2.0的奇妙日常 | Web 前端腾讯 AlloyTeam  Blog,356,9,0
教你用Pixate做滚动刷新交互动效— Medium,355,9,0
码市：Coding 进入软件众包领域,365,8,0
Validictory - a general purpose Python data validator,405,4,0
漫谈 SMACSS,255,18,0
title,viewsCount,collectionCount,commentsCount
The (Unofficial) CanIUse Embed,295,15,0
我与 CoffeeScript 的故事,325,12,0
R、Python、Scala 和 Java，到底该使用哪一种大数据编程语言？,385,6,0
为什么 JavaScript 开发如此疯狂,375,7,0
苹果最高机密的实验室里到底藏着什么？,365,8,0
Swift 语言指南 － 收录周报（汇总）,240,20,1
#开发团队推荐# 交互设计及移动开发梦之队 Ramotion,325,12,0
[英] 用 Swift 实现二叉树以及二叉树遍历数据结构,325,12,0
Oracle-Sql(三),255,19,0
AMP 如何为网络广告构建用户体验优先的生态系统？,365,8,0
[002 期]DDFE 技术周刊,275,17,0
Asp.Net MVC5.0 原理分析系列,285,16,0
RN 组件记录,275,17,0
js 实现自己的 bind 函数，自由绑定上下文,215,23,0
沪江任务调度系统的演化,290,15,1
解决 Mac 下 Android Studio 不打印日志,295,12,6
Dynamics.js,317,13,0
Chrome 开发者工具的六个小技巧,336,11,0
Eaglefeather：由P22 Type Foundry调整而来的字体,416,3,0
滴滴出行 iOS 客户端架构演进之路,306,14,0
title,viewsCount,collectionCount,commentsCount
如何使用野狗搭建视频聊天室 - WebRTC 的技术实践,286,16,0
一张图读懂公司成长发展史：Airbnb，Instagram，Pinterest，Angry Bird,366,8,0
你可能不知道的 NaN 以及 underscore 1.8.3 _.isNaN 的一个 BUG,316,13,0
runC：轻量级容器运行环境,376,7,0
[上海线下活动] 2016 年复旦大学 Hackathon,436,1,0
线性表数据结构解读（四）队列结构 Queue,276,17,0
WEBKIT 渲染不可不知的这四棵树,266,18,0
将英文句子翻译成逻辑命题语句,316,13,0
Cognitive Bias 通过人性上的认知偏差来设计产品,336,11,0
Android 自定义 view 之属性动画初见,286,16,0
使用 Python 解数学方程,296,15,0
"linux shell 正则表达式 (BREs,EREs,PREs) 差异比较",296,15,0
笔记：使用 JavaScript 读取 JPEG 文件 EXIF 信息中的 Orientation 值,251,19,1
[译] 使用 Python 和 Pandas 分析 Pronto CycleShare 数据,236,21,0
京东从 OpenStack 切换到 Kubernetes 的经验之谈,246,20,0
为什么计数要从零开始？,347,10,0
【iOS 开发】使用 protocol 与 extension 来限制函数作用域,307,14,0
ARK Design 联合创始人火山大陆滕磊来到 Anyway.FM,407,4,0
Codearte/jfairy: Java fake data generator,377,7,0
扒皮纯银,432,1,1
title,viewsCount,collectionCount,commentsCount
Docker 基础技术学习：Linux Namespace,357,9,0
Ugly Number 问题及其扩展,392,5,1
来自 Google 的 DevOps 理念及实践,337,11,0
Stack Overflow：我们如何赚钱,337,11,0
Docker 收购 Infinit：为分布式应用引入新的数据层,327,11,2
iOS - 直播开发 (开发从底层做起) 之音视频采集,237,21,0
程序设计组件化方案,257,19,0
swift - LLVM - 小记 1,327,12,0
Pixel Map Generator 像素地图生成器 ,227,22,0
Ember.js 2.0 发布,388,6,0
产品经理你在迷茫什么？,358,9,0
番茄工作法的时间管理套路,388,6,0
为什么微软逐步转变为开源公司，当然是为了 Money,378,7,0
MachineSelection: 仿网易彩票机选双色球,348,10,0
[英] TensorFlow in a Nutshell — Part Two: Hybrid Learning,308,14,0
[英] UserNotifications Framwork 入门介绍,388,6,0
详解 Dagger2 的 @Scope 和 @Subcomponent,258,19,0
你不懂 JS：类型与文法 附录 A：与环境混合的 JavaScript,238,21,0
Mt-Falcon——Open-Falcon 在美团点评的应用与实践,198,25,0
LeanCloud Web hosting & Webpack & PostCSS & SUIT CSS,324,11,3
title,viewsCount,collectionCount,commentsCount
Scrum - 官僚者们的游戏,339,11,0
Docker 周报第 80 期,379,7,0
Cast：播客管理平台,329,12,0
"The Difference Between Excellent, Good and Bad JavaScript Developers",339,11,0
专访｜《编写高质量代码 --web 前端开发修炼之道》作者 @阿当,319,12,2
限制你的工具，使你成为更好的设计师,359,9,0
庆贺 Apache Mesos 发布 1.0 版本：全球最佳集群管理方案更上一层楼,389,6,0
iOS 10 GUI 2.0 - UI - Sketch It's Me,309,14,0
前端外行的微信小程序瞎折腾之旅,299,15,0
如何最大限度地提高 Facebook 广告的投资回报率？,399,5,0
ghub: 一个基于 grpc 的 rpc hub,309,14,0
【案例】App 弹窗广告 A/B 测试最佳实践,349,10,0
不挖坑比努力填坑更值得	 ,309,14,0
wepack 英文文档阅读笔记 -- 简介与模块系统,339,11,0
Docker 周报第 106 期,339,11,0
python 爬虫入门—统计豆瓣电影评论词频（1）,209,24,0
Facebook 开源内存数据库 Beringei，追求极致压缩率,309,14,0
一次 Node 代码 bug 的追踪过程,329,12,0
Composer的安装与使用以及自动加载的实现,239,21,0
UX 如何帮助我学习英语,279,17,0
title,viewsCount,collectionCount,commentsCount
"pixie: A small, fast, native lisp with ""magical"" powers",390,6,0
EXC_BAD_ACCESS 的本质详解以及僵尸模式调试原理,300,15,0
中文圈第一档以 .NET 和微软为主题的播客节目上线啦,340,11,0
Python 内置排序方法 - PyTips 0x0e,260,19,0
估值 100 亿美金的「二房东」,320,13,0
轻量级 RPC 框架 Motan,260,19,0
一周资源精选（作品、开发、设计） #1,320,11,0
苹果应用提交中概念明晰与 IPv6 Issue 总结,290,16,0
Oculus 创始人 帕尔默. 拉奇：最近关于我的新闻报道都不能真正的代表我的观点,415,3,1
Docker 周报第 96 期,350,10,0
[英] NSTouchBar 苹果官方释出 TouchBar 的官方 API 文档,380,7,0
揭开滴滴人工智能调度系统的真面目,400,5,0
Android 开篇,260,19,0
使用 Node.js 实现文件流转存服务 ,195,25,1
MADOGATARI展［SHAFT 40周年纪念网站］,412,3,2
向国外设计师学习 UX Design 之用户体验与可用性,351,10,0
iOS 开发之 iOS10 推送必看 (高阶 2),311,14,0
Boost.Asio 开发的相关基础知识（一）：读读文档,351,10,0
自己动手写分布式 KV 存储引擎（三）：网络框架中的客户端实现原理,291,16,0
微信小程序 require 引用 BASE64.JS 失败问题的分析解决,401,5,0
title,viewsCount,collectionCount,commentsCount
从一个简单的LFU算法说起,241,21,0
estools 静态反混淆 Javascript,201,25,0
[译] Swift：UserDefaults 协议（ Swift 视角下的泛字符串类型 API ）,361,9,0
增长黑客教父 Sean Ellis 关于打造增长团队的 6 条建议,261,19,0
语句或语句块中的闭包问题实例分析,221,23,0
SVG 动画制作的架子鼓,318,13,1
[墙外] Put an end to feature creep,362,9,0
[英] ai2app - 快速导出 Adobe Illuiustrator 图标,342,10,0
人工智能革命：为什么深度学习会突然改变你的生活？（上）_36 氪,362,9,0
协程分析之 context 上下文切换,382,7,0
没学过 C 语言的代价,362,7,4
Any alternatives to JOOQ?：java,362,9,0
彭蕾发内部信反思支付宝校园日记事件并道歉：错了就是错了！,437,0,3
编程学不会？试试费曼技巧,312,14,0
"Linux man page 的昨天, 今天以及未来",422,3,0
VR 中的动画就是这么玩哒,422,3,0
生活百般滋味，人生需要笑对，属于我们程序员的 2016 ,412,4,0
Method Swizzling - NSHipster,322,13,0
Facebook 对 Memcache 伸缩性的增强,242,21,0
使用 Chrome DevTools 单步调试 node 程序 | 令狐葱 @前端笔记,252,20,0
title,viewsCount,collectionCount,commentsCount
FontReach,343,11,0
Logaster：教你在线几分钟内搞定专业的LOGO设计,283,16,0
GitHub 最活跃中国用户的编程成长计划,393,6,0
The English Document of JustWeEngine,373,8,0
我是一块硬盘（下）,338,11,1
对话 Qualia 创始人（翻译）,423,3,0
为 Markdown 文档生成 Table of Contents 的 Vim 插件,363,9,0
react-native 跨平台日历组件 react-native-datepicker,403,5,0
Swift 的 OAuth 2.0 使用指南,373,8,0
JS 魔法堂：再识 IE 的内存泄露,263,19,0
Chrome 调试折腾记_(3) 模拟弱网情况及请求筛选过滤,283,17,0
Nodejs 进阶：基于 express+multer 的文件上传,263,19,0
API：软件行业新战场,353,10,0
嘿，设计师，你可不是艺术家：成为一个商业设计师的 9 个贴士,393,6,0
JDBC 的诞生,313,14,0
适配 iOS 10，极光推送用户要做这 6 处更改,283,17,0
基础篇章：关于 React Native 之 KeyboardAvoidingView 组件的讲解,268,18,1
奇舞周刊第 192 期：Hello 2017,383,7,0
适配器模式（新手推荐）,323,13,0
CTPanoramaView：通过触控或手势运动，显示球形或柱形全景视图组件库,273,18,0
title,viewsCount,collectionCount,commentsCount
PHP 魔法函数性能分析,263,18,2
一周盘点 | 跨平台移动 Web 开发框架 DevExtreme 在线演示等你来体验！,434,2,0
如何从摄影照片中吸取设计灵感 - 穷 X 学习法 ,334,12,0
Scala 之父 Martin Odersky 访谈录,424,3,0
[译] 如何构建服务器端 web 组件，为何要构建？,264,19,0
计算时代，负载均衡如何优化才能让性能起飞？,354,10,0
Firebug 折腾记_(3)JS 调试小技巧,274,18,0
如何通过 A/A 测试让数据和决策更可信,374,8,0
天河微信小程序入门《三》：打通任督二脉，前后台互通,294,16,0
iOS Runtime 之四：关联对象,304,15,0
某熊周刊系列: 一周推荐外文技术资料 (2.1) ,294,16,0
做用户体验设计最难的是「平衡」,344,11,0
CleanArchitectureRxSwift：用 RxSwift 构架干净的架构及示例,324,13,0
iOS 数据安全—加密解密「学习总结」,194,26,0
SICP公开课 《Lec4a 模式匹配：基于规则的代换》,295,16,0
Duolingo 是如何在全球获得 1.1 亿用户的？,405,5,0
Hyper Reality - 当增强现实已经满载于这个世界？,435,2,0
通过 BulkLoad 的方式快速导入海量数据,305,15,0
如何手动调整 Webpack Build,385,7,0
相关搜索 --- 离线和在线的结合,300,14,1
title,viewsCount,collectionCount,commentsCount
[译] iOS 开发 - 转换流,405,5,0
[杭州线下活动] 小程序开发者沙龙,405,5,0
fir.im Weekly - TouchBar 从入门到开发,315,14,0
realm 之于 iOS,265,19,0
设计师 30 岁,390,6,1
[英] 通过 Python 和 Pandas 调用 SQLite Databases,345,11,0
硅谷明星创业公司今年在 Growth 方面有哪些新的实践经验？,345,11,0
docker 构建基础镜像 时区问题,315,14,0
介绍 roadhog —— 让 create-react-app 可配的命令行工具,275,18,0
用 Golang 写一个搜索引擎（0x03）--- 跳跃表，哈希表,255,20,0
V8 使用 “常量折叠” 优化技巧，导致幂（**）运算有时候不等于 Math.pow(),270,18,1
[译] 老司机手把手带你在 Swift 中应用代理（Delegate）,335,12,0
完整的学习和使用 CSS 动画【翻译】,265,19,0
Vue 子父组件通信,205,25,0
[译] 步入 Swift 3,360,7,5
A Visual Guide to CSS3 Flexbox Properties,377,7,2
干杯: 更好的 npm publish 的方式,336,12,0
面试决定你的不仅仅是技术，而是它,416,4,0
Android 源码中的命令模式,356,10,0
写给设计师的数据启示录,396,6,0
title,viewsCount,collectionCount,commentsCount
govpr：Golang 实现的 GMM-UBM 算法的说话人识别引擎,266,19,0
"$_POST,file_get_contents(""php://input"") 与 $GLOBALS[""HTTP_RAW_POST_DATA""] 之间的区别",276,18,0
给参加校招的同学三点建议,321,12,3
轻量级分页 PageView 组件标题栏支持自定义,356,10,0
"Awesome Python frameworks, packages, software and resources",276,18,0
 java 数据结构与算法之栈（Stack）设计与实现,296,16,0
Angular 源码解读 publishExternalAPI 函数,326,13,0
快捷之道：轻松地使用 DispatchTime,376,8,0
iOS Runtime 之二：类与对象的操作,296,16,0
(3)mysql 中的运算符,241,21,1
test2doc.js - 从测试用例自动生成 API 文档 [node.js],231,22,1
从 300 万到 1000 万，DeepDevelop 外包业务第二阶段总结,412,4,1
品牌影响力奖·2015,377,8,0
无锁数据结构（1）：简介,393,7,0
用于应用的评级系统，是「赞」和「沉」按钮好，还是五星制度好？ - 移动互联网 - 知乎,427,3,0
为什么你们就是不能加个空格呢？,332,12,1
关于 Object.create() 与原型链的面试题,357,10,0
写代码的四个境界 ,327,13,0
PyTips 0x17-Python 中的枚举类型,267,18,2
C++11 新特性之类型推断与类型获取,327,12,0
title,viewsCount,collectionCount,commentsCount
两个 viewport 的故事（第二部分）,187,27,0
运维工作中，你都有哪些技巧,217,24,0
Optional 与 Non-Escaping 的闭包,357,10,0
[译] 切片职责,337,12,0
Quick-Chat：基于 Firebase 数据服务框架的实时聊天应用,337,12,0
[译] 使用 Swift 3.0 操控日期,357,10,0
DOM 之访问,217,24,0
[英]Android Data Binding 针对小型视图列表的技巧,377,7,2
《Think Python 2e》最新中译版：第三章,238,22,0
Python 作用域与闭包 - PyTips 0x04,213,24,1
Before Growth,358,10,0
[北京线下活动] 第二届 PHP 全球开发者大会活动报名啦,398,6,0
docker 存储驱动知识归纳总结,318,14,0
"Functors, Applicatives, And Monads In Pictures",378,7,0
ZooKeeper Watcher 和 AsyncCallback 的区别与实现,288,17,0
Designer emojis,363,9,1
业务安全通用解决方案——WAF 数据风控,378,8,0
谷歌为网站站长提供更多的安全浏览帮助,368,9,0
谈谈 Swift 中的 RawRepresentable,378,8,0
C语言中的const关键字使用总结,338,12,0
title,viewsCount,collectionCount,commentsCount
[北京线下活动] 第十五期七牛架构师实践日,438,2,0
alfred workflows 多风格的编码变量 插件...,318,14,0
EasyAR 从入门到精通开发系列教程 (1)--- 搭建开发环境,303,15,1
实时更新维护本地化字典数据在云端 LocalizationKit.com,378,8,0
软件漏洞分析入门系列教程,308,15,0
logback1.2.x 性能提升明显,333,12,1
AlloyTouch 相关文章聚合,238,22,0
用 Cloudinary 优化网站的图片资源,319,14,0
Twitter 是如何做到每秒处理 3000 张图片的？,429,3,0
一个高中生是怎么玩自媒体的？,424,3,1
手机性能评测 --3D 场景,369,9,0
创业札记（四）- 每个人都有自己所谓的成功方式,314,12,5
Mantra 前端架构,359,10,0
带你重新认识 Activity 的方方面面,279,18,0
[译] 可选型的非逃逸闭包,289,17,0
Java 8 parallel streams with individual thread pools,359,10,0
JZShare - ShareSDK 如何自定义分享 UI,349,11,0
微信小程序生成带参数二维码（PHP）,309,15,0
事务隔离（一）：ANSI SQL事务隔离级别，限制及扩展,254,20,1
Chainer: A flexible framework of neural networks for deep learning,379,8,0
title,viewsCount,collectionCount,commentsCount
Netflix Conductor：微服务编排器,379,8,0
如何降低 App 的待机内存（五）——优化 dex 相关内存及本章总结,269,19,0
全栈 - 8 爬虫 使用 urllib2 获取数据,239,22,0
aui/artTemplate · GitHub,421,4,0
TestNG系列教程：并行执行测试,370,9,0
使用马尔可夫模型自动生成文章,360,10,0
Let’s Encrypt 给你的网站穿上 HTTPS 的铠甲，防止 http 劫持,260,20,0
管理其他插件的插件 ——Alcatraz - 简书,320,14,0
【旧文】Colors And The UI,410,5,0
财经网：我们约了已多年不接受专访的李彦宏，认真谈了谈百度,395,6,1
IntersectionObserver API - 紫云飞 - 博客园,310,15,0
数组和矩阵 3 - 特殊矩阵,390,7,0
可扩展的 TableviewCel,370,8,0
使用 iCloud API 的正确姿势,340,12,0
linux 修改 Swap,420,4,0
查看 npm 模块打包后的真实大小,360,10,0
[上海线下活动] 小小活动 大有作为,405,4,3
Python NLTK 学习 5（词性标注）,390,7,0
用 Golang 写一个搜索引擎 (0x04) --- B + 树,250,21,0
Java 函数回调机制简单使用,290,17,0
title,viewsCount,collectionCount,commentsCount
知乎 Live 全文搜索之让 elasticsearch_dsl 支持 asyncio,320,14,0
点击缩展控件的三种方式及 View 的测量,250,21,0
多个提高 Node.js 应用吞吐量的小优化技巧介绍,280,18,0
PWA 渐进式实践 (3) - 用户体验 & 性能（97 分）,300,16,0
[译] Box 迁移到 HHVM 实践,453,1,0
PSddd：高品质免费设计素材分享博客,351,11,0
DEMOO：为移动端方案设计演示而生,341,12,0
解决 POC 脚本对多种 URL 的适应问题 ,381,8,0
有趣的机器学习概念纵览：从多元拟合，神经网络到深度学习，给每个感兴趣的人,241,20,0
Issues reported for your gitbook? ,421,3,0
【腾讯 TMQ】测试建模 : 从尔康的鼻孔说开来，重要的用例写三遍,311,15,0
浅谈移动应用的技术选型 ,261,20,0
Android ListView 使用不同对象加载不同布局,271,18,2
HealthKit 睡眠分析,341,12,0
Swift 函数调用逆向分析,351,11,0
iOS 编程中 throttle 那些事,301,16,0
android 应用进程是如何启动的 | _StriveG Blog,361,10,0
【造轮子系列】转轮选择工具——WheelView,381,8,0
[译] Swift：漂亮的 print() Pt.1,381,8,0
【奇舞周刊】鸡年第一弹,401,6,0
title,viewsCount,collectionCount,commentsCount
如何在 Angular2 中实现自定义校验指令（确认密码）,261,20,0
机器学习算法总结 -- 随机森林,271,19,0
NSNotification，看完你就都懂了,316,14,1
工作两年，终于明白了这些 ,366,9,1
Hack Design,368,9,1
从谷歌搜索中复制粘贴URL，会泄露之前的搜索记录,433,3,0
BoooooooM：设计简约但内容丰富的博客,392,7,0
ajalt/fuckitpy: The Python error steamroller.,392,7,0
Hello Server Side Swift,382,8,0
Docker 与 Web 自动化测试：一键创建 Selenium Grid 集群,402,6,0
微服务容器化的挑战和解决之道,392,7,0
设计的坏领导,372,7,0
怎样写属于自己的 ItemAnimator 呢？看这里,272,19,0
測試的道理,352,11,0
UIAppearance 与 UI_APPEARANCE_SELECTOR,382,8,0
ZFPlayer 支持横、竖屏切换，在全屏播放模式下还可以锁定屏幕方向,292,17,0
一周一讯 | 大量 iPhone 被锁变砖且遭黑客勒索、GeekPwn 2016 嘉年华即将开幕,402,6,0
iOS 百度地图路径规划和 POI 检索详细总结,282,18,0
坚持每天 Coding,332,13,0
iOS 摇一摇在屏幕上实时显示 log 和 crash 日志,262,20,0
title,viewsCount,collectionCount,commentsCount
iOS 标签视图集合,332,13,0
ArrayAccess 使用详解和实现配置化程序,362,10,0
(2)mysql 支持的数据类型总结,227,23,1
HYKeychainHelper，优秀的 Keychain 工具！,302,15,2
SimpleRecyclerView - A RecyclerView extension for building list more easily.,287,17,1
React Native 更新到 0.42.0 了，来看下中文的更新日志吧,342,12,0
CSS Animation,233,23,0
 10 SCSS utilities I can’t live without,364,10,0
杯具！那些姓 Null 的歪果仁,433,3,0
设计原则（第一部分）：视知觉和格式塔原则 | 理论 | 原创 / 自译教程 | 章鱼学院 - 设计文章 / 教程分享 - 站酷 (ZCOOL),273,19,0
Introducing Parse Server and the Database Migration Tool,303,16,0
[北京线下活动] GMTC 全球移动技术大会 2016,403,6,0
Spark Yarn-cluster 与 Yarn-client,373,9,0
Android NDK 学习笔记 8-JNI 的访问域,273,19,0
[英] 实践 Redux，第 0 部分：简介,283,18,0
Media Queries 详解,253,21,0
使用 DLPickerView 完全替代 UIPickerView,373,9,0
Google Protocol Buffers,423,4,0
clang -rewrite-objc 的使用点滴,323,14,0
Python 基于共现提取《釜山行》人物关系,323,14,0
title,viewsCount,collectionCount,commentsCount
SpringMVC 集成 Spring-Session 实现 Session 共享,293,17,0
Android 自定义控件之像 ListView 一样使用 RecyclerView - 自定义控件属性,353,11,0
 机器学习算法总结 --K 均值算法,233,23,0
庖丁解牛聊委托，那些编译器藏的和 U3D 给的（下）,425,4,0
Homelessfonts - 用无家可归的人的手写体做新的字体,364,10,0
Native Socket.IO and Android ---IM 利器,334,13,0
iOS 仿 Windows 的进度条,414,5,0
Modern PHP : 成生器及实例,339,12,1
建立什么样的风格指南？,434,2,0
用 JS 实现回文数的精准辨别！！！,259,19,3
一周一讯 | Dyn 遭物联网攻击致瘫痪，竟然是躺枪、DirtyCow 漏洞可 Root 任何 Android 设备,414,5,0
fir.im Weekly - 暖心的 iOS 持续集成，你值得拥有,284,18,0
走进标准化测试,394,7,0
对象从创建到销毁的过程探究,349,11,1
用 Python 解决 Android 布局中的字符串硬编码问题,304,16,0
JVM 系列 - JVM 内存区域与 GC 机制,194,27,0
Pinapps - 我推荐的不仅是apps，更是一种态度。,455,1,0
Disassembling JavaScript's IIFE Syntax,425,4,0
Laravel 5 程序优化技巧,235,23,0
Refactoring a JavaScript video store,265,20,0
title,viewsCount,collectionCount,commentsCount
C++11 新特性之杂项,315,15,0
为 App 添加行为录制功能 ReplayKit 框架入门指南,385,8,0
iOS 开发之 App Extension(应用扩展) 之 -- Today Extension,325,14,0
脚本打怪－shell 学习 - _StriveG 的专栏 - 博客频道 - CSDN.NET,345,12,0
Learn iOS With Swift 0,365,10,0
Android 自定义控件之像 ListView 一样使用 RecyclerView - setOnItemClickListener,355,10,2
视频通话从 demo 到上线，你只是开了个头而已,355,11,0
手机也打盹儿之Doze模式源码分析,305,16,0
 Android 隐式启动 Activity 可能存在的坑,245,22,0
一个可以帮新媒体运营人员  提高效率的导航网站 - 知乎专栏 ·「小正说事」,260,20,1
从 Chrome 源码看浏览器如何计算 CSS,285,18,0
基于 github gist 的slide工具,327,13,2
Ratpack：一组面向现代HTTP应用Java开发库,366,10,0
微软 微软 Visual Studio Code 编辑器编辑器简介,446,2,0
首页不是你想改，想改就能改 ,346,12,0
Hypernetes：为 Kubernetes 带来安全性与多租户机制,456,1,0
像机器一样思考,436,2,0
ReactiveCocoa 4上手实践1：创建自定义信号,266,20,0
淘宝直播技术分享：如何打造体验优秀的 “直播 +” 产品？,326,14,0
 UINavigationController 跳转那点事 ,356,11,0
title,viewsCount,collectionCount,commentsCount
Hadoop MapReduce 社交网络三角形统计,276,17,4
android HashMap 源码分析,296,17,0
mysql 字符串类型的数值字段按照数值的大小进行排序,286,18,0
Python 全栈之路系列之字符串格式化,286,18,0
iOS 字典的排序问题,366,10,0
"WWDC 2015－Swift开源，支持 iOS,OS X ,Linux",357,11,0
越狱有风险，iPhone抢红包外挂陷阱（真实案例）,447,2,0
不可靠的数字,417,4,0
打造轻量级 ViewController 之抽离 DataSource/Delegate,317,14,0
PyTips 0x19 - 类与元类的深度挖掘 II,277,19,0
Uber 工程技术栈: 看独角兽背后用了哪些技术,397,7,0
QQ 浏览器性能提升之路——windows 性能分析工具篇,387,8,0
基于 Unity 手机游戏引擎性能监控,357,11,0
TF Girls 修炼指南 9：训练并测试神经网络,287,18,0
我获取信息的渠道,297,17,0
利用人工神经网络框架Keras解决二分类问题 —— Jinkey 翻译,277,19,0
👻 Weather For Chrome —— 一款 Chrome 天气插件,357,11,0
Node.js 服务端和 Qt C++ 客户端之 HTTP POST 和 TCP Socket 通信,297,17,0
 安卓之插件化开发使用 PathClassLoader 来动态更换皮肤,187,28,0
Android App Patterns,408,6,0
title,viewsCount,collectionCount,commentsCount
推荐普通开发者学习使用的6个JDK内建工具,388,8,0
将 eclipse 中的 library 导入到 androidstudio,298,17,0
Matrix - 汇聚真实的产品分享,433,2,3
通过远程工作来降低成本、提升效率、降低房价，可不可行呢？,318,15,0
JavaScript 函数柯里化的一些思考,278,19,0
iOS 上的 Flux 架构,288,17,0
十家 2016 年国外最值得关注的顶级教育类 VR/AR 公司推荐,368,10,0
[英] Timing is Everything,368,10,0
鲜活的图表,343,12,1
10 个小技巧帮助 Devops 走向成功,368,10,0
微服务化改造系列之三：配置中心,288,18,0
waud.js - Web Audio Library with HTML5 audio fallback.,268,20,0
Python 解惑：True 与 False,358,11,0
机器学习进阶笔记之八 | TensorFlow 与中文手写汉字识别,298,17,0
由 for 和 foreach 的性能问题想到的...,448,2,0
深入理解元素视图的 3 个方法,268,20,0
天天美剧 - 您的高清美剧片源下载中心 | 美剧排行榜 | 2014好看的美剧推荐,460,1,0
网页图片优化和性能分析,339,13,0
【Prezi_暗流】兴趣是最好的苍老师——入门 Processing 你应该知道的事,429,4,0
给医患垂直细分的知识共享降降温,369,10,0
title,viewsCount,collectionCount,commentsCount
大数据下的技术运营（一）——监控系统概览篇,379,9,0
Functional Programming in Ruby,329,14,0
lucky2me/log,314,14,3
打造百亿级数据处理量的弹性调度容器平台,339,13,0
Android 用 canvas 画苹果产品系列,359,11,0
如何用 Python 提高效率,249,22,0
http 缓存机制（200 还是 304）,229,24,0
vlayout 使用说明（二）,209,26,0
创建同时适用于 iOS 和 OSX 的 Framework,400,7,0
[英] 成長模型的主要指標,390,8,0
如何优雅地在 STORYBOARD 中设置圆角,310,15,2
iOS 应用添加支付宝支付功能需要注意的事项 | 宗仁的博客,270,20,0
从四个维度去用手机拍大片,310,16,0
阿里巴巴直播内容风险防控中的 AI 力量,360,11,0
Android 序列化简析,220,25,0
Docker 周报第 99 期,310,16,0
基础篇章：关于 & nbsp;React Native 之 & nbsp;ToolbarAndroid 组件的讲解,320,15,0
编译还是解释？,280,19,0
Python: 会打扮的装饰器,270,20,0
【原创】一场风花雪月的邂逅：接口和抽象类,310,16,0
title,viewsCount,collectionCount,commentsCount
doctrine 缘来 之 造轮子,390,8,0
Android Support Design 库之 AppBarLayout,240,23,0
 ViewPager 源码分析（2）：滑动及冲突处理,210,26,0
一周 iOS 资源精选【第 6 期】,341,13,0
Introducing new Google Play,401,7,0
JavaScript 中三种 GBK/GB2312 编解码方案对比,331,14,0
iOS 10 SceneKit 新特性 - SceneKit 制作 3D 场景框架,351,12,0
Android NDK 学习笔记 12-JNI 日志打印,301,17,0
命令式编程 vs 声明式编程,351,12,0
Notification 机制浅析,291,18,0
Hedwig - 跨平台 SMTP 邮件框架,351,12,0
One% CSS Grid：一款基于百分比的CSS响应式框架,392,8,0
All you need to know about sorting in Postgres,422,5,0
人工智能是否会超越人类智慧？－ 施米德休教授采访,392,8,0
产品设计（01）互联网产品介绍与设计过程,402,7,0
What Working at Facebook Taught Me About DesignMentorship,442,3,0
[英] The Tesla Dividend: Better Internet Access — Backchannel,452,1,2
Common type inference(類型判斷) and some useful tutorials,352,11,0
Android 仿豌豆荚应用列表进入详情效果,332,13,2
译 webView 属性方法大全 ,312,16,0
title,viewsCount,collectionCount,commentsCount
鹰眼跟踪、限流降级，EDAS 的微服务解决之道,382,9,0
[iOS 10 day by day] Day 6：自定义的通知界面,362,11,0
JS 魔法堂：被玩坏的 innerHTML、innerText、textContent 和 value 属性,302,16,2
python 中的编码问题,292,18,0
《JAVA 与模式》之装饰模式,332,14,0
HTML 也可以静态编译？ ,357,11,1
《HTTPS权威指南》-公钥基础设施（PKI）学习笔记,322,15,0
使用 Android 的数据模型生成 iOS 可用的模型,372,10,0
结算开发中遇到的坑,322,15,0
图解 Flexbox 2 - 深入理解,252,21,2
58 同城前后端分离开发模式实践,333,14,0
Coding，做一个有情怀的产品,368,10,1
编译可在 Nexus5 上运行的 CyanogenMod13.0 ROM(基于 Android6.0),403,7,0
基于 Cocos2d-x 的手机游戏性能监控,423,5,0
Web 开发者最常见的 10 个错误  ,283,19,0
使用 Vue.js1.0 构建的生成 GitHub 项目目录树工具,373,10,0
《jQuery Cookbook》 学习笔记（一）,323,15,0
LightBulb: 软件应用、产品创意分享,403,7,0
玩转 iOS 10 推送 —— UserNotifications Framework（下）,213,26,0
类垂直站点插件实现与分享,333,14,0
title,viewsCount,collectionCount,commentsCount
设计模式之单例模式,283,19,0
